date,jurisdiction,rider_rate
2012-08,Alexandria,0.1442304677456778
2012-09,Alexandria,11.162184025535064
2012-10,Alexandria,11.406748731712517
2012-11,Alexandria,7.876237716894404
2012-12,Alexandria,6.283431681789963
2013-01,Alexandria,6.026325195808536
2013-02,Alexandria,6.164284773652229
2013-03,Alexandria,7.807257927972559
2013-04,Alexandria,14.272545416920115
2013-05,Alexandria,15.369951149767664
2013-06,Alexandria,14.579819022117428
2013-07,Alexandria,15.78382988329874
2013-08,Alexandria,16.091103488496053
2013-09,Alexandria,15.156740893100139
2013-10,Alexandria,13.26293214270037
2013-11,Alexandria,9.663441338960412
2013-12,Alexandria,5.769218709827111
2014-01,Alexandria,4.257934243448488
2014-02,Alexandria,5.129587939824541
2014-03,Alexandria,7.612860341010993
2014-04,Alexandria,14.20356562799827
2014-05,Alexandria,18.09778825713157
2014-06,Alexandria,17.64001329428659
2014-07,Alexandria,18.34862385321101
2014-08,Alexandria,19.032150852527483
2014-09,Alexandria,31.323095060420027
2014-10,Alexandria,26.695178312754365
2014-11,Alexandria,16.254146625947687
2014-12,Alexandria,12.234506198774667
2015-01,Alexandria,9.26210438523331
2015-02,Alexandria,8.139615092777817
2015-03,Alexandria,14.460672113979694
2015-04,Alexandria,27.453955990894666
2015-05,Alexandria,35.57475841396653
2015-06,Alexandria,30.884132767281006
2015-07,Alexandria,35.21104679965134
2015-08,Alexandria,36.69724770642202
2015-09,Alexandria,33.988223268764074
2015-10,Alexandria,25.39710410304326
2015-11,Alexandria,18.417603642132853
2015-12,Alexandria,14.730320379765093
2016-01,Alexandria,8.879580101212163
2016-02,Alexandria,11.256247374064854
2016-03,Alexandria,24.9769544796102
2016-04,Alexandria,26.030463983143846
2016-05,Alexandria,27.62327001824829
2016-06,Alexandria,40.54757410624141
2016-07,Alexandria,43.66420638752845
2016-08,Alexandria,47.65876325509353
2016-09,Alexandria,47.00659070528699
2016-10,Alexandria,48.02247486940872
2016-11,Alexandria,34.95394031366991
2016-12,Alexandria,23.371606664701787
2017-01,Alexandria,24.048862774116277
2017-02,Alexandria,32.407959013463596
2017-03,Alexandria,30.84650742786909
2017-04,Alexandria,49.12615149215825
2017-05,Alexandria,49.3268199690218
2017-06,Alexandria,59.3539729222974
2017-07,Alexandria,58.46350655621539
2017-08,Alexandria,57.14661967679834
2017-09,Alexandria,57.62320730934927
2017-10,Alexandria,56.0868392833627
2017-11,Alexandria,34.132453736509746
2017-12,Alexandria,24.186822351959968
2018-01,Alexandria,22.688079665385317
2018-02,Alexandria,24.425116168235434
2018-03,Alexandria,29.278784952372593
2018-04,Alexandria,42.76746913154446
2018-05,Alexandria,48.94429568500066
